name_ar,category,full_address,phone_number,website,rating,plus_code,opening_times,opening_status,price_range,city_ar,region_ar,latitude,longitude,google_maps_url
الروضة الثانية بسيهات,رياض أطفال,7188 4، 4154، الزهور، سيهات‎ 32437,N/A,N/A,5.0,F2CV+69,N/A,N/A,N/A,سيهات,المنطقة الشرقية,26.470621,50.0434837,"https://www.google.com/maps/place/%D8%A7%D9%84%D8%B1%D9%88%D8%B6%D8%A9+%D8%A7%D9%84%D8%AB%D8%A7%D9%86%D9%8A%D8%A9+%D8%A8%D8%B3%D9%8A%D9%87%D8%A7%D8%AA%E2%80%AD/@26.470621,50.0434837,17z/data=!3m1!4b1!4m6!3m5!1s0x3e49ff093ac60bb1:0xd6e3536664fb189e!8m2!3d26.470621!4d50.0434837!16s%2Fg%2F11t2dxnywy?authuser=0&hl=ar&entry=ttu&g_ep=EgoyMDI2MDYyNC4wIKXMDSoASAFQAw%3D%3D"
مركز الياس لضيافة الاطفال,حضانة أطفال,7520 3021 3، الكوثر، سيهات‎ 32431,054 921 3420,N/A,4.4,F3H6+8F,"{""الأحد"": ""٦:٠٠ص–١:٠٠م""}",مغلق · يفتح يوم الاثنين عند الساعة ٦ ص,N/A,سيهات,المنطقة الشرقية,26.4783299,50.0611292,"https://www.google.com/maps/place/%D9%85%D8%B1%D9%83%D8%B2+%D8%A7%D9%84%D9%8A%D8%A7%D8%B3+%D9%84%D8%B6%D9%8A%D8%A7%D9%81%D8%A9+%D8%A7%D9%84%D8%A7%D8%B7%D9%81%D8%A7%D9%84%E2%80%AD/@26.4783299,50.0611292,17z/data=!3m1!4b1!4m6!3m5!1s0x3e49fffd673224b5:0xfc520696f4a49349!8m2!3d26.4783299!4d50.0611292!16s%2Fg%2F11q953274k?authuser=0&hl=ar&entry=ttu&g_ep=EgoyMDI2MDYyNC4wIKXMDSoASAFQAw%3D%3D"
مركز شهد لضيافة الأطفال الأهلية,نادي أطفال,شارع عبدالعزيز القاضي، غرناطة، سيهات‎ 32434,053 371 7662,https://www.shahd.edu.sa/,4.7,F29W+8Q,"{""الأحد"": ""٧:٣٠ص–٢:٣٠م""}",مغلق · يفتح يوم الاثنين عند الساعة ٧:٣٠ ص,N/A,سيهات,المنطقة الشرقية,26.4682744,50.0469872,"https://www.google.com/maps/place/%D9%85%D8%B1%D9%83%D8%B2+%D8%B4%D9%87%D8%AF+%D9%84%D8%B6%D9%8A%D8%A7%D9%81%D8%A9+%D8%A7%D9%84%D8%A3%D8%B7%D9%81%D8%A7%D9%84+%D8%A7%D9%84%D8%A3%D9%87%D9%84%D9%8A%D8%A9%E2%80%AD/@26.4682744,50.0469872,17z/data=!3m1!4b1!4m6!3m5!1s0x3e49ff125d8cf2c7:0xcf7dc34768204303!8m2!3d26.4682744!4d50.0469872!16s%2Fg%2F11y75514vs?authuser=0&hl=ar&entry=ttu&g_ep=EgoyMDI2MDYyNC4wIKXMDSoASAFQAw%3D%3D"
Wonderland Center | وندرلاندسنتر للأطفال,مركز ترفيهي للأطفال,"2721 Khaleej Rd, قرطبة، 9052, سيهات‎ 32453",054 653 9219,https://www.instagram.com/wonderland_center,4.4,G25P+25,"{""الأحد"": ""٨:٠٠ص–٥:٠٠م""}",سيغلق قريبًا: · عند الساعة ٥ م · يفتح يوم الاثنين عند الساعة ٨ ص,N/A,سيهات,المنطقة الشرقية,26.5075802,50.0354703,"https://www.google.com/maps/place/Wonderland+Center+%7C+%D9%88%D9%86%D8%AF%D8%B1%D9%84%D8%A7%D9%86%D8%AF%D8%B3%D9%86%D8%AA%D8%B1+%D9%84%D9%84%D8%A3%D8%B7%D9%81%D8%A7%D9%84%E2%80%AD/@26.5075802,50.0354703,17z/data=!3m1!4b1!4m6!3m5!1s0x3e49ff36339e825f:0x4e5506063cd7753c!8m2!3d26.5075802!4d50.0354703!16s%2Fg%2F11s3t8l0vl?authuser=0&hl=ar&entry=ttu&g_ep=EgoyMDI2MDYyNC4wIKXMDSoASAFQAw%3D%3D"
المكتشفون الصغار سيهات,مركز ترفيهي,اسحق بن عمران، غرناطة، سيهات‎ 32434,050 093 7273,N/A,4.6,F3G2+7G,"{""الأحد"": ""٦:٠٠ص–٩:٠٠م""}",مفتوح · يغلق عند الساعة ٩ م,N/A,سيهات,المنطقة الشرقية,26.475744,50.0513501,"https://www.google.com/maps/place/%D8%A7%D9%84%D9%85%D9%83%D8%AA%D8%B4%D9%81%D9%88%D9%86+%D8%A7%D9%84%D8%B5%D8%BA%D8%A7%D8%B1+%D8%B3%D9%8A%D9%87%D8%A7%D8%AA%E2%80%AD/@26.475744,50.0513501,17z/data=!3m1!4b1!4m6!3m5!1s0x3e49ffd2d82539ad:0x832744eec743ec0e!8m2!3d26.475744!4d50.0513501!16s%2Fg%2F11ykgtw4y1?authuser=0&hl=ar&entry=ttu&g_ep=EgoyMDI2MDYyNC4wIKXMDSoASAFQAw%3D%3D"
كيدزميوز KIDS,مركز ترفيهي للأطفال,F2VV+MHX، الغدير، سيهات‎ 32451,055 645 9700,https://www.instagram.com/kidsmuse.sa?igsh=NDNyZm1mbHd2amN0&utm_source=qr,4.8,F2VV+MHX,"{""الأحد"": ""٣:٠٠–١٠:٠٠م""}",مفتوح · يغلق عند الساعة ١٠ م,N/A,سيهات,المنطقة الشرقية,26.494245,50.0438993,"https://www.google.com/maps/place/%D9%83%D9%8A%D8%AF%D8%B2%D9%85%D9%8A%D9%88%D8%B2+KIDS%E2%80%AD/@26.494245,50.0438993,17z/data=!3m1!4b1!4m6!3m5!1s0x3e49ff002a2909b7:0xb99570e46ad50476!8m2!3d26.494245!4d50.0438993!16s%2Fg%2F11xccmpblt?authuser=0&hl=ar&entry=ttu&g_ep=EgoyMDI2MDYyNC4wIKXMDSoASAFQAw%3D%3D"
مركز ملهمين المستقبل لضيافة الاطفال الاهليه,رياض أطفال,F29J+8Q4، شارع طارق بن زياد، الخليج، سيهات‎ 32437,056 164 0536,N/A,N/A,F29J+8Q4,N/A,N/A,N/A,سيهات,المنطقة الشرقية,26.4682528,50.0319578,"https://www.google.com/maps/place/%D9%85%D8%B1%D9%83%D8%B2+%D9%85%D9%84%D9%87%D9%85%D9%8A%D9%86+%D8%A7%D9%84%D9%85%D8%B3%D8%AA%D9%82%D8%A8%D9%84+%D9%84%D8%B6%D9%8A%D8%A7%D9%81%D8%A9+%D8%A7%D9%84%D8%A7%D8%B7%D9%81%D8%A7%D9%84+%D8%A7%D9%84%D8%A7%D9%87%D9%84%D9%8A%D9%87%E2%80%AD/@26.4682528,50.0319578,17z/data=!3m1!4b1!4m6!3m5!1s0x3e49ffbb8b5d64ff:0x632ce3e042aa3748!8m2!3d26.4682528!4d50.0319578!16s%2Fg%2F11zc1rbv9r?authuser=0&hl=ar&entry=ttu&g_ep=EgoyMDI2MDYyNC4wIKXMDSoASAFQAw%3D%3D"
مركز لميعة الخميس لضيافة الأطفال المنزلية,حضانة أطفال,G24M+R2C، شارع سهل بن حنيف، قرطبة، سيهات‎ 32453,050 080 7100,N/A,5.0,G24M+R2C,N/A,N/A,N/A,سيهات,المنطقة الشرقية,26.5070687,50.0325223,"https://www.google.com/maps/place/%D9%85%D8%B1%D9%83%D8%B2+%D9%84%D9%85%D9%8A%D8%B9%D8%A9+%D8%A7%D9%84%D8%AE%D9%85%D9%8A%D8%B3+%D9%84%D8%B6%D9%8A%D8%A7%D9%81%D8%A9+%D8%A7%D9%84%D8%A3%D8%B7%D9%81%D8%A7%D9%84+%D8%A7%D9%84%D9%85%D9%86%D8%B2%D9%84%D9%8A%D8%A9%E2%80%AD/@26.5070687,50.0325223,17z/data=!3m1!4b1!4m6!3m5!1s0x3e49ffeb83796225:0xac69db33cb03b8e3!8m2!3d26.5070687!4d50.0325223!16s%2Fg%2F11ksq01nf1?authuser=0&hl=ar&entry=ttu&g_ep=EgoyMDI2MDYyNC4wIKXMDSoASAFQAw%3D%3D"
مدارس كيان الاهليه,رياض أطفال,13أ، المنتزه، سيهات‎ 32452,056 828 2276,N/A,4.8,F2VP+8X,"{""الأحد"": ""٦:٠٠ص–٥:٣٠م""}",مفتوح · يغلق عند الساعة ٥:٣٠ م,N/A,سيهات,المنطقة الشرقية,26.4933201,50.0374104,"https://www.google.com/maps/place/%D9%85%D8%AF%D8%A7%D8%B1%D8%B3+%D9%83%D9%8A%D8%A7%D9%86+%D8%A7%D9%84%D8%A7%D9%87%D9%84%D9%8A%D9%87%E2%80%AD/@26.4933201,50.0374104,17z/data=!3m1!4b1!4m6!3m5!1s0x3e49ff4a00ffe7e3:0xb284ba794660cc95!8m2!3d26.4933201!4d50.0374104!16s%2Fg%2F11ygh75l1c?authuser=0&hl=ar&entry=ttu&g_ep=EgoyMDI2MDYyNC4wIKXMDSoASAFQAw%3D%3D"
مركز كتي للترفيه,الملعب المغُطى,"Al, Khaleej Rd, المنتزه، سيهات‎ 32452",050 208 7567,https://www.instagram.com/kitii_center,4.8,F2PX+GF,"{""الأحد"": ""٤:٠٠–١١:٠٠م""}",مفتوح · يغلق عند الساعة ١١ م,N/A,سيهات,المنطقة الشرقية,26.4863622,50.0486699,"https://www.google.com/maps/place/%D9%85%D8%B1%D9%83%D8%B2+%D9%83%D8%AA%D9%8A+%D9%84%D9%84%D8%AA%D8%B1%D9%81%D9%8A%D9%87%E2%80%AD/@26.4863622,50.0486699,17z/data=!3m1!4b1!4m6!3m5!1s0x3e49ff051b2ec0c7:0xdeb06c9d927c4553!8m2!3d26.4863622!4d50.0486699!16s%2Fg%2F11wtw9y7g4?authuser=0&hl=ar&entry=ttu&g_ep=EgoyMDI2MDYyNC4wIKXMDSoASAFQAw%3D%3D"
حضانة وروضة,رياض أطفال,"3951 7, السلام، 7539, سيهات‎ 32437",N/A,N/A,5.0,F2FQ+FX,N/A,N/A,N/A,سيهات,المنطقة الشرقية,26.473637,50.0399495,"https://www.google.com/maps/place/%D8%AD%D8%B6%D8%A7%D9%86%D8%A9+%D9%88%D8%B1%D9%88%D8%B6%D8%A9%E2%80%AD/@26.473637,50.0399495,17z/data=!3m1!4b1!4m6!3m5!1s0x3e49ff9ed5ca4c19:0x9f7a237109964e40!8m2!3d26.473637!4d50.0399495!16s%2Fg%2F11j1csvrsp?authuser=0&hl=ar&entry=ttu&g_ep=EgoyMDI2MDYyNC4wIKXMDSoASAFQAw%3D%3D"
روضة الزهراء,رياض أطفال,EMGA4146، 4146 القيصومة، 7423، حي الزهور،، سيهات‎ 32437،,N/A,N/A,N/A,F2FR+2Q,N/A,N/A,N/A,سيهات,المنطقة الشرقية,26.4725859,50.0419896,"https://www.google.com/maps/place/%D8%B1%D9%88%D8%B6%D8%A9+%D8%A7%D9%84%D8%B2%D9%87%D8%B1%D8%A7%D8%A1%E2%80%AD/@26.4725859,50.0419896,17z/data=!3m1!4b1!4m6!3m5!1s0x3e49ff2ffd5cf6cf:0xc74267cf825e7655!8m2!3d26.4725859!4d50.0419896!16s%2Fg%2F11tdb3h52h?authuser=0&hl=ar&entry=ttu&g_ep=EgoyMDI2MDYyNC4wIKXMDSoASAFQAw%3D%3D"
مركز فاطمة عبدالله آل غريب لضيافة الأطفال الاهليه,رياض أطفال,ابو القيس ابن الحارث، قرطبة، سيهات‎ 32453,055 008 8185,N/A,N/A,G24P+C3,N/A,N/A,N/A,سيهات,المنطقة الشرقية,26.5060594,50.0351824,"https://www.google.com/maps/place/%D9%85%D8%B1%D9%83%D8%B2+%D9%81%D8%A7%D8%B7%D9%85%D8%A9+%D8%B9%D8%A8%D8%AF%D8%A7%D9%84%D9%84%D9%87+%D8%A2%D9%84+%D8%BA%D8%B1%D9%8A%D8%A8+%D9%84%D8%B6%D9%8A%D8%A7%D9%81%D8%A9+%D8%A7%D9%84%D8%A3%D8%B7%D9%81%D8%A7%D9%84+%D8%A7%D9%84%D8%A7%D9%87%D9%84%D9%8A%D9%87%E2%80%AD/@26.5060594,50.0351824,17z/data=!3m1!4b1!4m6!3m5!1s0x3e49ff0ee5231287:0x23d3f784b20f7317!8m2!3d26.5060594!4d50.0351824!16s%2Fg%2F11z8nz22wn?authuser=0&hl=ar&entry=ttu&g_ep=EgoyMDI2MDYyNC4wIKXMDSoASAFQAw%3D%3D"
مركز تنمية مواهب الطفولة,رياض أطفال,7493 Khaleej Rd، المنتزه، 3580، سيهات‎ 32452,N/A,N/A,N/A,F2VV+4J,N/A,N/A,N/A,سيهات,المنطقة الشرقية,26.4928627,50.0440733,"https://www.google.com/maps/place/%D9%85%D8%B1%D9%83%D8%B2+%D8%AA%D9%86%D9%85%D9%8A%D8%A9+%D9%85%D9%88%D8%A7%D9%87%D8%A8+%D8%A7%D9%84%D8%B7%D9%81%D9%88%D9%84%D8%A9%E2%80%AD/@26.4928627,50.0440733,17z/data=!3m1!4b1!4m6!3m5!1s0x3e49ff00319ba39f:0x452f6fe9c07d85fb!8m2!3d26.4928627!4d50.0440733!16s%2Fg%2F11lcnnnt09?authuser=0&hl=ar&entry=ttu&g_ep=EgoyMDI2MDYyNC4wIKXMDSoASAFQAw%3D%3D"
روضة القارئ الصغير بالنابية,رياض أطفال,على طريق الظهران الجبيل، النابية، سيهات‎ 32615,N/A,N/A,5.0,F2J4+72,N/A,N/A,N/A,سيهات,المنطقة الشرقية,26.4807301,50.0050751,"https://www.google.com/maps/place/%D8%B1%D9%88%D8%B6%D8%A9+%D8%A7%D9%84%D9%82%D8%A7%D8%B1%D8%A6+%D8%A7%D9%84%D8%B5%D8%BA%D9%8A%D8%B1+%D8%A8%D8%A7%D9%84%D9%86%D8%A7%D8%A8%D9%8A%D8%A9%E2%80%AD/@26.4807301,50.0050751,17z/data=!3m1!4b1!4m6!3m5!1s0x3e360135f32c0157:0x299bde89fb9cc39f!8m2!3d26.4807301!4d50.0050751!16s%2Fg%2F11lc9y9rmk?authuser=0&hl=ar&entry=ttu&g_ep=EgoyMDI2MDYyNC4wIKXMDSoASAFQAw%3D%3D"
دللي مولودك,متجر ملابس أطفال,F2MV+PGR، طريق الملك عبدالعزيز، حي النور، سيهات‎ 32452,050 686 7863,https://instagram.com/dallymolodk?igshid=YmMyMTA2M2Y=,4.1,F2MV+PGR,"{""الأحد"": ""مغلق""}",مغلق · يفتح يوم الاثنين عند الساعة ٤ م,N/A,سيهات,المنطقة الشرقية,26.4843558,50.0437532,"https://www.google.com/maps/place/%D8%AF%D9%84%D9%84%D9%8A+%D9%85%D9%88%D9%84%D9%88%D8%AF%D9%83%E2%80%AD/@26.4843558,50.0437532,17z/data=!3m1!4b1!4m6!3m5!1s0x3e49ffc20a90ea53:0x936a9085cd910ca7!8m2!3d26.4843558!4d50.0437532!16s%2Fg%2F11gjxd1snv?authuser=0&hl=ar&entry=ttu&g_ep=EgoyMDI2MDYyNC4wIKXMDSoASAFQAw%3D%3D"
خان الريحان,مطعم,"Khaleej Rd, الغدير، سيهات‎ 32451",059 336 6301,http://www.khanalrayhan.com/,4.8,F3P3+26,"{""الأحد"": ""٧:٣٠–١١:٣٠ص١٢:٣٠م–١٢:٣٠ص""}",مفتوح · يغلق عند الساعة ١٢:٣٠ ص,N/A,سيهات,المنطقة الشرقية,26.4850178,50.0530628,"https://www.google.com/maps/place/%D8%AE%D8%A7%D9%86+%D8%A7%D9%84%D8%B1%D9%8A%D8%AD%D8%A7%D9%86%E2%80%AD/@26.4850178,50.0530628,17z/data=!3m1!4b1!4m6!3m5!1s0x3e49ff9021662127:0xaf19af957a4cd2c0!8m2!3d26.4850178!4d50.0530628!16s%2Fg%2F11s1jq0y8b?authuser=0&hl=ar&entry=ttu&g_ep=EgoyMDI2MDYyNC4wIKXMDSoASAFQAw%3D%3D"
جيم ستوب,متجر ألعاب,8088 5667 Umar Ibn Abdul Aziz، الديرة، سيهات‎ 32452,053 693 3448,http://gamestop.com.sa/,4.6,F2PQ+6P,"{""الأحد"": ""٤:٠٠–١١:٣٠م""}",مفتوح · يغلق عند الساعة ١١:٣٠ م,N/A,سيهات,المنطقة الشرقية,26.485562,50.0392673,"https://www.google.com/maps/place/%D8%AC%D9%8A%D9%85+%D8%B3%D8%AA%D9%88%D8%A8%E2%80%AD/@26.485562,50.0392673,17z/data=!3m1!4b1!4m6!3m5!1s0x3e49ff7f9c5110a1:0xf6beab97663a1ea!8m2!3d26.485562!4d50.0392673!16s%2Fg%2F11fkd3pvmd?authuser=0&hl=ar&entry=ttu&g_ep=EgoyMDI2MDYyNC4wIKXMDSoASAFQAw%3D%3D"
مركز أورنج الرياضي النسائي,صالة رياضة,"بجانب وكالة تويوتا, Khaleej Rd، قرطبة، سيهات‎ 32453",013 803 0120,https://salla.sa/orange-ladies-fitness-center?_gl=1%2A1y6z2jx%2A_gcl_au%2AMjAyNzM0NTg4OC4xNzI1MzkwODM5&expires=1731917571&identifier=999925439&signature=2110d828045c22ebdcc2602bfd03f19a96e81f072f9eed0d37f7af47b70df374,4.3,G23P+PW,"{""الأحد"": ""٧:٠٠ص–٩:٣٠م""}",مفتوح · يغلق عند الساعة ٩:٣٠ م,N/A,سيهات,المنطقة الشرقية,26.504367,50.0372828,"https://www.google.com/maps/place/%D9%85%D8%B1%D9%83%D8%B2+%D8%A3%D9%88%D8%B1%D9%86%D8%AC+%D8%A7%D9%84%D8%B1%D9%8A%D8%A7%D8%B6%D9%8A+%D8%A7%D9%84%D9%86%D8%B3%D8%A7%D8%A6%D9%8A%E2%80%AD/@26.504367,50.0372828,17z/data=!3m1!4b1!4m6!3m5!1s0x3e49ffc7a1903b31:0x1774155bb2c3977c!8m2!3d26.504367!4d50.0372828!16s%2Fg%2F11ggsn27dn?authuser=0&hl=ar&entry=ttu&g_ep=EgoyMDI2MDYyNC4wIKXMDSoASAFQAw%3D%3D"
ون اوف اكايند,مقهى,F2JV+4GW، الشارع الخامس عشر، النور، سيهات‎ 32434,N/A,https://instagram.com/1oak.sa?igshid=YmMyMTA2M2Y=,4.2,F2JV+4GW,"{""الأحد"": ""٦:٣٠ص–١:٠٠ص""}",مفتوح · يغلق عند الساعة ١ ص,N/A,سيهات,المنطقة الشرقية,26.4803534,50.0438226,"https://www.google.com/maps/place/%D9%88%D9%86+%D8%A7%D9%88%D9%81+%D8%A7%D9%83%D8%A7%D9%8A%D9%86%D8%AF%E2%80%AD/@26.4803534,50.0438226,17z/data=!3m1!4b1!4m6!3m5!1s0x3e49ff062978c093:0x54d6b6759ebd2b43!8m2!3d26.4803534!4d50.0438226!16s%2Fg%2F11h03fc3d3?authuser=0&hl=ar&entry=ttu&g_ep=EgoyMDI2MDYyNC4wIKXMDSoASAFQAw%3D%3D"
فانتوم,مطعم,"7353 Khaleej Rd, 2412, سيهات‎ 32431",013 820 0711,https://instagram.com/fantome_sa?utm_source=ig_profile_share&igshid=12eh364jo5bpl,4.3,F3F4+WX,"{""الأحد"": ""١:٠٠–١١:٤٠م""}",مفتوح · يغلق عند الساعة ١١:٤٠ م,N/A,سيهات,المنطقة الشرقية,26.474824,50.0573946,"https://www.google.com/maps/place/%D9%81%D8%A7%D9%86%D8%AA%D9%88%D9%85%E2%80%AD/@26.474824,50.0573946,17z/data=!3m1!4b1!4m6!3m5!1s0x3e49ffbec3ac51a7:0x87b75ff1c6b5b4a3!8m2!3d26.474824!4d50.0573946!16s%2Fg%2F11h3njrbq5?authuser=0&hl=ar&entry=ttu&g_ep=EgoyMDI2MDYyNC4wIKXMDSoASAFQAw%3D%3D"
لولو هايبر ماركت - سيهات,سوق ضخمة,"3917 6744 Al Musib Ibn Rafi, المنتزه، سيهات‎ 32452",800 100 0330,https://www.luluhypermarket.com/en-sa,4.3,F2PX+V2,"{""الأحد"": ""٨:٠٠ص–١:٠٠ص""}",مفتوح · يغلق عند الساعة ١ ص,N/A,سيهات,المنطقة الشرقية,26.4871339,50.0475947,"https://www.google.com/maps/place/%D9%84%D9%88%D9%84%D9%88+%D9%87%D8%A7%D9%8A%D8%A8%D8%B1+%D9%85%D8%A7%D8%B1%D9%83%D8%AA+-+%D8%B3%D9%8A%D9%87%D8%A7%D8%AA%E2%80%AD/@26.4871339,50.0475947,17z/data=!3m1!4b1!4m6!3m5!1s0x3e49ff43707f3757:0x75876e9e1d0ba52!8m2!3d26.4871339!4d50.0475947!16s%2Fg%2F11rcv0t59_?authuser=0&hl=ar&entry=ttu&g_ep=EgoyMDI2MDYyNC4wIKXMDSoASAFQAw%3D%3D"
Soren coffee Roasters مقهى ومحمصة سورن,مقهى,طريق الملك عبدالعزيز، الفردوس، سيهات‎ 32434,054 248 0296,http://soren.sa.com/,4.2,F2CX+F5,"{""الأحد"": ""٦:٠٠ص–١٢:٠٠ص""}",مفتوح · يغلق عند الساعة ١٢ ص,N/A,سيهات,المنطقة الشرقية,26.4712361,50.0478937,"https://www.google.com/maps/place/Soren+coffee+Roasters+%D9%85%D9%82%D9%87%D9%89+%D9%88%D9%85%D8%AD%D9%85%D8%B5%D8%A9+%D8%B3%D9%88%D8%B1%D9%86%E2%80%AD/@26.4712361,50.0478937,17z/data=!3m1!4b1!4m6!3m5!1s0x3e49ff3fef6f7815:0x82f1f10d00252ca4!8m2!3d26.4712361!4d50.0478937!16s%2Fg%2F11ptxkxn_m?authuser=0&hl=ar&entry=ttu&g_ep=EgoyMDI2MDYyNC4wIKXMDSoASAFQAw%3D%3D"
المدينة العالمية بالدمام,مدينة ملاهي,البحيرة، سيهات‎ 32431,N/A,https://globalcitydammam.com/ar/home,4.2,F379+9M,N/A,مغلق مؤقتًا,N/A,سيهات,المنطقة الشرقية,26.4634241,50.069209,"https://www.google.com/maps/place/%D8%A7%D9%84%D9%85%D8%AF%D9%8A%D9%86%D8%A9+%D8%A7%D9%84%D8%B9%D8%A7%D9%84%D9%85%D9%8A%D8%A9+%D8%A8%D8%A7%D9%84%D8%AF%D9%85%D8%A7%D9%85%E2%80%AD/@26.4634241,50.069209,17z/data=!3m1!4b1!4m6!3m5!1s0x3e49ff00373d27d9:0x5f795949e8d103f5!8m2!3d26.4634241!4d50.069209!16s%2Fg%2F11xs20c4h1?authuser=0&hl=ar&entry=ttu&g_ep=EgoyMDI2MDYyNC4wIKXMDSoASAFQAw%3D%3D"
منتزه سيهات,متنزه,6489 طريق الملك عبدالعزيز، 3619، المنتزه، سيهات‎ 32452,N/A,N/A,4.2,F2MV+HX,"{""الأحد"": ""نعمل على مدار 24 ساعة""}",مفتوح على مدار الساعة,N/A,سيهات,المنطقة الشرقية,26.4838892,50.0449002,"https://www.google.com/maps/place/%D9%85%D9%86%D8%AA%D8%B2%D9%87+%D8%B3%D9%8A%D9%87%D8%A7%D8%AA%E2%80%AD/@26.4838892,50.0449002,17z/data=!3m1!4b1!4m6!3m5!1s0x3e49fe45f8e3da0f:0x7fd091a88229a897!8m2!3d26.4838892!4d50.0449002!16s%2Fg%2F1tj2gc2p?authuser=0&hl=ar&entry=ttu&g_ep=EgoyMDI2MDYyNC4wIKXMDSoASAFQAw%3D%3D"
حديقة عامة,متنزه,F2VQ+H43، المنتزه، سيهات‎ 32452,N/A,N/A,3.6,F2VQ+H43,"{""الأحد"": ""نعمل على مدار 24 ساعة""}",مفتوح على مدار الساعة,N/A,سيهات,المنطقة الشرقية,26.4938767,50.0377907,"https://www.google.com/maps/place/%D8%AD%D8%AF%D9%8A%D9%82%D8%A9+%D8%B9%D8%A7%D9%85%D8%A9%E2%80%AD/@26.4938767,50.0377907,17z/data=!3m1!4b1!4m6!3m5!1s0x3e49ffcaf58bb115:0xd4a4b61249ce1e39!8m2!3d26.4938767!4d50.0377907!16s%2Fg%2F11ggrf88wq?authuser=0&hl=ar&entry=ttu&g_ep=EgoyMDI2MDYyNC4wIKXMDSoASAFQAw%3D%3D"
منتزه حي الخليج,متنزه,F2CG+RJV، الخليج، سيهات‎ 32437,N/A,N/A,4.4,F2CG+RJV,"{""الأحد"": ""نعمل على مدار 24 ساعة""}",مفتوح على مدار الساعة,N/A,سيهات,المنطقة الشرقية,26.4721179,50.026556,"https://www.google.com/maps/place/%D9%85%D9%86%D8%AA%D8%B2%D9%87+%D8%AD%D9%8A+%D8%A7%D9%84%D8%AE%D9%84%D9%8A%D8%AC%E2%80%AD/@26.4721179,50.026556,17z/data=!3m1!4b1!4m6!3m5!1s0x3e49fe237648f621:0xd8fae5a5496ada35!8m2!3d26.4721179!4d50.026556!16s%2Fg%2F11c5sg15q_?authuser=0&hl=ar&entry=ttu&g_ep=EgoyMDI2MDYyNC4wIKXMDSoASAFQAw%3D%3D"
حديقه كرنيش سيهات,متنزه,"7170 طريق الكورنيش، 3335، البحيرة, 3335، الدمام 32431",N/A,N/A,3.9,F3F8+CM,"{""الأحد"": ""نعمل على مدار 24 ساعة""}",مفتوح على مدار الساعة,N/A,سيهات,المنطقة الشرقية,26.4735352,50.0666452,"https://www.google.com/maps/place/%D8%AD%D8%AF%D9%8A%D9%82%D9%87+%D9%83%D8%B1%D9%86%D9%8A%D8%B4+%D8%B3%D9%8A%D9%87%D8%A7%D8%AA%E2%80%AD/@26.4735352,50.0666452,17z/data=!3m1!4b1!4m6!3m5!1s0x3e49fe8f10509603:0xb761709d43b588df!8m2!3d26.4735352!4d50.0666452!16s%2Fg%2F11cnd5127y?authuser=0&hl=ar&entry=ttu&g_ep=EgoyMDI2MDYyNC4wIKXMDSoASAFQAw%3D%3D"
حديقة الشذا (الكوثر),متنزه,F3H5+VQX، الكوثر، سيهات‎ 32431,N/A,N/A,4.2,F3H5+VQX,"{""الأحد"": ""نعمل على مدار 24 ساعة""}",مفتوح على مدار الساعة,N/A,سيهات,المنطقة الشرقية,26.4797474,50.0594976,"https://www.google.com/maps/place/%D8%AD%D8%AF%D9%8A%D9%82%D8%A9+%D8%A7%D9%84%D8%B4%D8%B0%D8%A7+(%D8%A7%D9%84%D9%83%D9%88%D8%AB%D8%B1)%E2%80%AD/@26.4797474,50.0594976,17z/data=!3m1!4b1!4m6!3m5!1s0x3e49ff04bb1184f5:0xdef509fd6ac7ff90!8m2!3d26.4797474!4d50.0594976!16s%2Fg%2F11fhr0kkzr?authuser=0&hl=ar&entry=ttu&g_ep=EgoyMDI2MDYyNC4wIKXMDSoASAFQAw%3D%3D"
كورنيش سيهات الكوثر,متنزه عام,6931 طريق الكورنيش، حي الكوثر، سيهات‎ 32451,N/A,N/A,4.0,F3P7+22,"{""الأحد"": ""نعمل على مدار 24 ساعة""}",مفتوح على مدار الساعة,N/A,سيهات,المنطقة الشرقية,26.4850911,50.0625226,"https://www.google.com/maps/place/%D9%83%D9%88%D8%B1%D9%86%D9%8A%D8%B4+%D8%B3%D9%8A%D9%87%D8%A7%D8%AA+%D8%A7%D9%84%D9%83%D9%88%D8%AB%D8%B1%E2%80%AD/@26.4850911,50.0625226,17z/data=!3m1!4b1!4m6!3m5!1s0x3e49ff5bcdf5c4c3:0xfd9e9839941a10a1!8m2!3d26.4850911!4d50.0625226!16s%2Fg%2F11gjhdvztq?authuser=0&hl=ar&entry=ttu&g_ep=EgoyMDI2MDYyNC4wIKXMDSoASAFQAw%3D%3D"
حديقة عامة,متنزه المدينة,8357 14 ب، 2335، قرطبة، سيهات‎ 32453,N/A,N/A,3.8,G22J+8Q,"{""الأحد"": ""نعمل على مدار 24 ساعة""}",مفتوح على مدار الساعة,N/A,سيهات,المنطقة الشرقية,26.5007525,50.0319488,"https://www.google.com/maps/place/%D8%AD%D8%AF%D9%8A%D9%82%D8%A9+%D8%B9%D8%A7%D9%85%D8%A9%E2%80%AD/@26.5007525,50.0319488,17z/data=!3m1!4b1!4m6!3m5!1s0x3e49ffc5a3dc6501:0x14711dec8882de9b!8m2!3d26.5007525!4d50.0319488!16s%2Fg%2F11f04lrv97?authuser=0&hl=ar&entry=ttu&g_ep=EgoyMDI2MDYyNC4wIKXMDSoASAFQAw%3D%3D"
