name_ar,category,full_address,phone_number,website,rating,plus_code,opening_times,opening_status,price_range,city_ar,region_ar,latitude,longitude,google_maps_url
Leglamour center,صالون تجميل,F2MV+2F2، شارع مكة، النور، سيهات‎ 32452,013 850 0555,,4.5,F2MV+2F2,"{""الأحد"": ""مغلق""}",مغلق · يفتح يوم الاثنين عند الساعة ١٢ م,,سيهات,المنطقة الشرقية,26.482511,50.043653,"https://www.google.com/maps/place/Leglamour+center/@26.482511,50.043653,17z/data=!3m1!4b1!4m6!3m5!1s0x3e49ff9086fd695d:0xfa6cd4212a1f68ea!8m2!3d26.482511!4d50.043653!16s%2Fg%2F11f9x_2c45?authuser=0&hl=ar&entry=ttu&g_ep=EgoyMDI2MDYyNC4wIKXMDSoASAFQAw%3D%3D"
مشغل المذهلة,صالون تجميل,F2GW+48C، الفردوس، سيهات‎ 32434,056 446 4558,,4.5,F2GW+48C,"{""الأحد"": ""١٠:٠٠ص–١٠:٠٠م""}",مفتوح · يغلق عند الساعة ١٠ م,,سيهات,المنطقة الشرقية,26.4753187,50.0457532,"https://www.google.com/maps/place/%D9%85%D8%B4%D8%BA%D9%84+%D8%A7%D9%84%D9%85%D8%B0%D9%87%D9%84%D8%A9%E2%80%AD/@26.4753187,50.0457532,17z/data=!3m1!4b1!4m6!3m5!1s0x3e49fe426cc6b823:0x2ca4caba76eccc71!8m2!3d26.4753187!4d50.0457532!16s%2Fg%2F11hcj_40k3?authuser=0&hl=ar&entry=ttu&g_ep=EgoyMDI2MDYyNC4wIKXMDSoASAFQAw%3D%3D"
مركز امل الفضل النسائي,صالون تجميل,شارع البطحاء، النور، سيهات‎ 32452,050 696 3151,http://instagram.com/amal_fadel,4.1,F2JV+GX,"{""الأحد"": ""مغلق""}",مغلق · يفتح يوم الاثنين عند الساعة ٢ م,,سيهات,المنطقة الشرقية,26.4813455,50.0449444,"https://www.google.com/maps/place/%D9%85%D8%B1%D9%83%D8%B2+%D8%A7%D9%85%D9%84+%D8%A7%D9%84%D9%81%D8%B6%D9%84+%D8%A7%D9%84%D9%86%D8%B3%D8%A7%D8%A6%D9%8A%E2%80%AD/@26.4813455,50.0449444,17z/data=!3m1!4b1!4m6!3m5!1s0x3e49ffe1d0cd4c53:0x699e48ebec724077!8m2!3d26.4813455!4d50.0449444!16s%2Fg%2F11p0bmw71_?authuser=0&hl=ar&entry=ttu&g_ep=EgoyMDI2MDYyNC4wIKXMDSoASAFQAw%3D%3D"
مركز الموناليزا غاليري,صالون تجميل,F2GP+VCH، السلام، سيهات‎ 32437,013 850 4447,,3.7,F2GP+VCH,"{""الأحد"": ""مغلق""}",مغلق · يفتح يوم الاثنين عند الساعة ١٠ ص,غالي,سيهات,المنطقة الشرقية,26.4771809,50.0361064,"https://www.google.com/maps/place/%D9%85%D8%B1%D9%83%D8%B2+%D8%A7%D9%84%D9%85%D9%88%D9%86%D8%A7%D9%84%D9%8A%D8%B2%D8%A7+%D8%BA%D8%A7%D9%84%D9%8A%D8%B1%D9%8A%E2%80%AD/@26.4771809,50.0361064,17z/data=!3m1!4b1!4m6!3m5!1s0x3e49fe3922d5ca47:0x5c6a0ab76edf9ef4!8m2!3d26.4771809!4d50.0361064!16s%2Fg%2F11gfgq44lw?authuser=0&hl=ar&entry=ttu&g_ep=EgoyMDI2MDYyNC4wIKXMDSoASAFQAw%3D%3D"
صالون TOP10 للحلاقة,صالون حلاقة,"Khaleej Rd, الغدير، سيهات‎ 32415",057 082 9008,,4.8,F2VV+PQ,"{""الأحد"": ""١٠:٠٠ص–١٢:٠٠ص""}",مفتوح · يغلق عند الساعة ١٢ ص,,سيهات,المنطقة الشرقية,26.4943661,50.0444444,"https://www.google.com/maps/place/%D8%B5%D8%A7%D9%84%D9%88%D9%86+TOP10+%D9%84%D9%84%D8%AD%D9%84%D8%A7%D9%82%D8%A9%E2%80%AD/@26.4943661,50.0444444,17z/data=!3m1!4b1!4m6!3m5!1s0x3e49ff4ec82887dd:0x5d30a0ace2e376f3!8m2!3d26.4943661!4d50.0444444!16s%2Fg%2F11y8fz5tjt?authuser=0&hl=ar&entry=ttu&g_ep=EgoyMDI2MDYyNC4wIKXMDSoASAFQAw%3D%3D"
صالون عيون علياء للرجال,صالون حلاقة,F3J3+HW5، طريق الخليج، الخليج، سيهات‎ 32431,,,4.0,F3J3+HW5,"{""الأحد"": ""٩:٠٠ص–١٢:٠٠ص""}",مفتوح · يغلق عند الساعة ١٢ ص,,سيهات,المنطقة الشرقية,,,https://www.google.com/maps/place/%D8%B5%D8%A7%D9%84%D9%88%D9%86+%D8%B9%D9%8A%D9%88%D9%86+%D8%B9%D9%84%D9%8A%D8%A7%D8%A1+%D9%84%D9%84%D8%B1%D8%AC%D8%A7%D9%84%E2%80%AD/data=!4m7!3m6!1s0x3e49fe5c1e25f673:0x72851876e84daae2!8m2!3d26.4813849!4d50.0548566!16s%2Fg%2F11dx944lz0!19sChIJc_YlHlz-ST4R4qpN6HYYhXI?authuser=0&hl=ar&rclk=1
صالون جازكات,صالون حلاقة,"شارع مكة, Al derha، سيهات‎ 32461",056 321 0909,,5.0,F2PM+V7,"{""الأحد"": ""نعمل على مدار 24 ساعة""}",مفتوح على مدار الساعة,,سيهات,المنطقة الشرقية,26.4871352,50.0332367,"https://www.google.com/maps/place/%D8%B5%D8%A7%D9%84%D9%88%D9%86+%D8%AC%D8%A7%D8%B2%D9%83%D8%A7%D8%AA%E2%80%AD/@26.4871352,50.0332367,17z/data=!3m1!4b1!4m6!3m5!1s0x3e49ff001cce751d:0xe1faf45f77f0fb79!8m2!3d26.4871352!4d50.0332367!16s%2Fg%2F11z3lq2gc8?authuser=0&hl=ar&entry=ttu&g_ep=EgoyMDI2MDYyNC4wIKXMDSoASAFQAw%3D%3D"
Black blend,صالون حلاقة,حي، المنتزه، سيهات‎ 32437,054 341 0850,,5.0,F2JW+FF,"{""الأحد"": ""٢:٠٠–١١:٠٠م""}",مفتوح · يغلق عند الساعة ١١ م,,سيهات,المنطقة الشرقية,26.4811844,50.0461692,"https://www.google.com/maps/place/Black+blend/@26.4811844,50.0461692,17z/data=!3m1!4b1!4m6!3m5!1s0x3e49ffaf4a019b05:0x61b0f07db56b5d88!8m2!3d26.4811844!4d50.0461692!16s%2Fg%2F11yvlg92m_?authuser=0&hl=ar&entry=ttu&g_ep=EgoyMDI2MDYyNC4wIKXMDSoASAFQAw%3D%3D"
صالون الفن المغربي,صالون حلاقة,الشارع الخامس عشر، السلام، سيهات‎ 32437,,,5.0,F2HR+JF,"{""الأحد"": ""١٢:٠٠م–١٢:٠٠ص""}",مفتوح · يغلق عند الساعة ١٢ ص,,سيهات,المنطقة الشرقية,26.479052,50.0412126,"https://www.google.com/maps/place/%D8%B5%D8%A7%D9%84%D9%88%D9%86+%D8%A7%D9%84%D9%81%D9%86+%D8%A7%D9%84%D9%85%D8%BA%D8%B1%D8%A8%D9%8A%E2%80%AD/@26.479052,50.0412126,17z/data=!3m1!4b1!4m6!3m5!1s0x3e49ff3e978a3d7b:0x784ff3adddecfbbd!8m2!3d26.479052!4d50.0412126!16s%2Fg%2F11nk012036?authuser=0&hl=ar&entry=ttu&g_ep=EgoyMDI2MDYyNC4wIKXMDSoASAFQAw%3D%3D"
مؤسسة دلع الصغار,صالون حلاقة,شارع الأخطل، غرناطة، سيهات‎ 32434,054 283 2334,,3.7,F3G4+6G,"{""الأحد"": ""١٢:٠٠ص–٥:٠٠م""}",مفتوح · يغلق عند الساعة ٥ م,,سيهات,المنطقة الشرقية,26.4755949,50.056353,"https://www.google.com/maps/place/%D9%85%D8%A4%D8%B3%D8%B3%D8%A9+%D8%AF%D9%84%D8%B9+%D8%A7%D9%84%D8%B5%D8%BA%D8%A7%D8%B1%E2%80%AD/@26.4755949,50.056353,17z/data=!3m1!4b1!4m6!3m5!1s0x3e49ff00040cae41:0x56cb2a78fddbd1b3!8m2!3d26.4755949!4d50.056353!16s%2Fg%2F11z23pq733?authuser=0&hl=ar&entry=ttu&g_ep=EgoyMDI2MDYyNC4wIKXMDSoASAFQAw%3D%3D"
صالون كنه سبعة للحلاقة الرجالية,صالون حلاقة,الخليج، سيهات‎ 32437,054 441 6794,,5.0,F2CG+72,"{""الأحد"": ""٩:٣٠ص–١:٣٠ص""}",مفتوح · يغلق عند الساعة ١:٣٠ ص,,سيهات,المنطقة الشرقية,26.470664,50.0250039,"https://www.google.com/maps/place/%D8%B5%D8%A7%D9%84%D9%88%D9%86+%D9%83%D9%86%D9%87+%D8%B3%D8%A8%D8%B9%D8%A9+%D9%84%D9%84%D8%AD%D9%84%D8%A7%D9%82%D8%A9+%D8%A7%D9%84%D8%B1%D8%AC%D8%A7%D9%84%D9%8A%D8%A9%E2%80%AD/@26.470664,50.0250039,17z/data=!3m1!4b1!4m6!3m5!1s0x3e49ff004512e6c3:0x1cd10800550342!8m2!3d26.470664!4d50.0250039!16s%2Fg%2F11wx2bg5qk?authuser=0&hl=ar&entry=ttu&g_ep=EgoyMDI2MDYyNC4wIKXMDSoASAFQAw%3D%3D"
Glam hour beauty salon,صالون تجميل,"عمر بن العزيز عمر بن العزيز, الزهور، سيهات‎ 32437",055 446 8089,,,F2CW+36,,,,سيهات,المنطقة الشرقية,26.4701343,50.0455247,"https://www.google.com/maps/place/Glam+hour+beauty+salon/@26.4701343,50.0455247,17z/data=!3m1!4b1!4m6!3m5!1s0x3e49ffbbd9b71f87:0x6420c10ee39e13a4!8m2!3d26.4701343!4d50.0455247!16s%2Fg%2F11nj9x79y1?authuser=0&hl=ar&entry=ttu&g_ep=EgoyMDI2MDYyNC4wIKXMDSoASAFQAw%3D%3D"
صالون الجمانه ستايلك,صالون تجميل,شارع مكة، ثابت بن خالد، سيهات‎ 32437,059 773 3802,,1.8,F2RJ+G7,"{""الأحد"": ""مغلق""}",مغلق · يفتح يوم الاثنين عند الساعة ٩ ص,,سيهات,المنطقة الشرقية,26.491276,50.030697,"https://www.google.com/maps/place/%D8%B5%D8%A7%D9%84%D9%88%D9%86+%D8%A7%D9%84%D8%AC%D9%85%D8%A7%D9%86%D9%87+%D8%B3%D8%AA%D8%A7%D9%8A%D9%84%D9%83%E2%80%AD/@26.491276,50.030697,17z/data=!3m1!4b1!4m6!3m5!1s0x3e49ff59aeaeffcf:0xdbdb4bdc9bc02e06!8m2!3d26.491276!4d50.030697!16s%2Fg%2F11sd0vrw45?authuser=0&hl=ar&entry=ttu&g_ep=EgoyMDI2MDYyNC4wIKXMDSoASAFQAw%3D%3D"
خبيرة التجميل منى الإبراهيم,صالون تجميل,F2CH+H4C، شارع المنذر بن عابد، الخليج، سيهات‎ 32437,,,4.5,F2CH+H4C,,,,سيهات,المنطقة الشرقية,26.4714341,50.0277629,"https://www.google.com/maps/place/%D8%AE%D8%A8%D9%8A%D8%B1%D8%A9+%D8%A7%D9%84%D8%AA%D8%AC%D9%85%D9%8A%D9%84+%D9%85%D9%86%D9%89+%D8%A7%D9%84%D8%A5%D8%A8%D8%B1%D8%A7%D9%87%D9%8A%D9%85%E2%80%AD/@26.4714341,50.0277629,17z/data=!3m1!4b1!4m6!3m5!1s0x3e49ffdb6dfa93e9:0xcb3d3926d34d12a!8m2!3d26.4714341!4d50.0277629!16s%2Fg%2F11jsr5qbl5?authuser=0&hl=ar&entry=ttu&g_ep=EgoyMDI2MDYyNC4wIKXMDSoASAFQAw%3D%3D"
مركز رموش فاطمة,صالون تجميل,5317 اسعد بن ابي الحسن، 7538، غرناطة، سيهات‎ 32434,056 260 2894,,4.3,F3F3+FF,"{""الأحد"": ""٣:٠٠–٩:٠٠م""}",مغلق · يفتح عند الساعة ٣ م,,سيهات,المنطقة الشرقية,26.4736949,50.0537131,"https://www.google.com/maps/place/%D9%85%D8%B1%D9%83%D8%B2+%D8%B1%D9%85%D9%88%D8%B4+%D9%81%D8%A7%D8%B7%D9%85%D8%A9%E2%80%AD/@26.4736949,50.0537131,17z/data=!3m1!4b1!4m6!3m5!1s0x3e49fe66c6cfe0a3:0x31917f07c918c58c!8m2!3d26.4736949!4d50.0537131!16s%2Fg%2F11c60g4r6c?authuser=0&hl=ar&entry=ttu&g_ep=EgoyMDI2MDYyNC4wIKXMDSoASAFQAw%3D%3D"
آدارا,صالون تجميل,"Ishaq Ibn Omran, غرناطة، سيهات‎ 32434",057 653 3637,,5.0,F3G2+P6,,,,سيهات,المنطقة الشرقية,26.476786,50.0505013,"https://www.google.com/maps/place/%D8%A2%D8%AF%D8%A7%D8%B1%D8%A7%E2%80%AD/@26.476786,50.0505013,17z/data=!3m1!4b1!4m6!3m5!1s0x3e49ffdfc1221925:0xf8a26de869e0de51!8m2!3d26.476786!4d50.0505013!16s%2Fg%2F11yhfrm99p?authuser=0&hl=ar&entry=ttu&g_ep=EgoyMDI2MDYyNC4wIKXMDSoASAFQAw%3D%3D"
مركز الأرجوان النسائي للخياطة و التجميل,خياط سيدات,8112 طريق الملك عبدالعزيز، 4494، الفردوس، سيهات‎ 32434,050 381 6426,,4.3,F2HW+G5,,,,سيهات,المنطقة الشرقية,26.4788277,50.0454758,"https://www.google.com/maps/place/%D9%85%D8%B1%D9%83%D8%B2+%D8%A7%D9%84%D8%A3%D8%B1%D8%AC%D9%88%D8%A7%D9%86+%D8%A7%D9%84%D9%86%D8%B3%D8%A7%D8%A6%D9%8A+%D9%84%D9%84%D8%AE%D9%8A%D8%A7%D8%B7%D8%A9+%D9%88+%D8%A7%D9%84%D8%AA%D8%AC%D9%85%D9%8A%D9%84%E2%80%AD/@26.4788277,50.0454758,17z/data=!3m1!4b1!4m6!3m5!1s0x3e49fe43f3719661:0x777cf5bd46f80450!8m2!3d26.4788277!4d50.0454758!16s%2Fg%2F11b_02cy05?authuser=0&hl=ar&entry=ttu&g_ep=EgoyMDI2MDYyNC4wIKXMDSoASAFQAw%3D%3D"
سيهات حي السلام,صالون حلاقة,F2GM+6GC، السلام، سيهات‎ 32437,,,4.4,F2GM+6GC,,,,سيهات,المنطقة الشرقية,26.4755506,50.0337517,"https://www.google.com/maps/place/%D8%B3%D9%8A%D9%87%D8%A7%D8%AA+%D8%AD%D9%8A+%D8%A7%D9%84%D8%B3%D9%84%D8%A7%D9%85%E2%80%AD/@26.4755506,50.0337517,17z/data=!3m1!4b1!4m6!3m5!1s0x3e49ff000d1060f9:0x825f603ce7c8bd17!8m2!3d26.4755506!4d50.0337517!16s%2Fg%2F11wm_wh825?authuser=0&hl=ar&entry=ttu&g_ep=EgoyMDI2MDYyNC4wIKXMDSoASAFQAw%3D%3D"
صالون دبيس,صالون حلاقة,8178 1 ا، 4407، الفردوس، سيهات‎ 32434,054 942 6235,,5.0,F2HV+WF,"{""الأحد"": ""٨:٠٠–١١:٠٠ص٢:٠٠م–١٢:٠٠ص""}",مفتوح · يغلق عند الساعة ١٢ ص,,سيهات,المنطقة الشرقية,26.4797988,50.0437146,"https://www.google.com/maps/place/%D8%B5%D8%A7%D9%84%D9%88%D9%86+%D8%AF%D8%A8%D9%8A%D8%B3%E2%80%AD/@26.4797988,50.0437146,17z/data=!3m1!4b1!4m6!3m5!1s0x3e49fe46bd158753:0x70fd126e1710f55a!8m2!3d26.4797988!4d50.0437146!16s%2Fg%2F11gf8gttf2?authuser=0&hl=ar&entry=ttu&g_ep=EgoyMDI2MDYyNC4wIKXMDSoASAFQAw%3D%3D"
صالون عناية الشرق للعناية الرجالية,صالون حلاقة,F2FP+5Q9، السلام، سيهات‎ 32437,054 029 5506,,5.0,F2FP+5Q9,"{""الأحد"": ""٩:٠٠ص–١١:٠٠م""}",مفتوح · يغلق عند الساعة ١١ م,,سيهات,المنطقة الشرقية,26.4729125,50.0369844,"https://www.google.com/maps/place/%D8%B5%D8%A7%D9%84%D9%88%D9%86+%D8%B9%D9%86%D8%A7%D9%8A%D8%A9+%D8%A7%D9%84%D8%B4%D8%B1%D9%82+%D9%84%D9%84%D8%B9%D9%86%D8%A7%D9%8A%D8%A9+%D8%A7%D9%84%D8%B1%D8%AC%D8%A7%D9%84%D9%8A%D8%A9%E2%80%AD/@26.4729125,50.0369844,17z/data=!3m1!4b1!4m6!3m5!1s0x3e49ffb8ca8da001:0x1408bd628f2fda57!8m2!3d26.4729125!4d50.0369844!16s%2Fg%2F11lc9kpmr0?authuser=0&hl=ar&entry=ttu&g_ep=EgoyMDI2MDYyNC4wIKXMDSoASAFQAw%3D%3D"
مركز ضوء الشمس النسائي,فنان مكياج,F2GV+57X، السلام، سيهات‎ 32437,013 837 1412,,3.3,F2GV+57X,,,,سيهات,المنطقة الشرقية,26.4754786,50.0432272,"https://www.google.com/maps/place/%D9%85%D8%B1%D9%83%D8%B2+%D8%B6%D9%88%D8%A1+%D8%A7%D9%84%D8%B4%D9%85%D8%B3+%D8%A7%D9%84%D9%86%D8%B3%D8%A7%D8%A6%D9%8A%E2%80%AD/@26.4754786,50.0432272,17z/data=!3m1!4b1!4m6!3m5!1s0x3e49fe41991ba5cd:0x504cf557f49e0662!8m2!3d26.4754786!4d50.0432272!16s%2Fg%2F11c56r8yn8?authuser=0&hl=ar&entry=ttu&g_ep=EgoyMDI2MDYyNC4wIKXMDSoASAFQAw%3D%3D"
مركز لمسات جيهان,صالون تجميل,F3F3+96M، غرناطة، سيهات‎ 32434,,,3.8,F3F3+96M,,,,سيهات,المنطقة الشرقية,26.4734661,50.0530478,"https://www.google.com/maps/place/%D9%85%D8%B1%D9%83%D8%B2+%D9%84%D9%85%D8%B3%D8%A7%D8%AA+%D8%AC%D9%8A%D9%87%D8%A7%D9%86%E2%80%AD/@26.4734661,50.0530478,17z/data=!3m1!4b1!4m6!3m5!1s0x3e49ffcb5d988b79:0x2e1619c8e65c628a!8m2!3d26.4734661!4d50.0530478!16s%2Fg%2F11hzp0mbrq?authuser=0&hl=ar&entry=ttu&g_ep=EgoyMDI2MDYyNC4wIKXMDSoASAFQAw%3D%3D"
صالون السهم الفضي,صالون حلاقة,حي، النابية، سيهات‎ 32471,057 518 5867,,5.0,F2G3+WQ,"{""الأحد"": ""٨:٣٠ص–١١:٠٠م""}",مفتوح · يغلق عند الساعة ١١ م,,سيهات,المنطقة الشرقية,26.4773066,50.0044665,"https://www.google.com/maps/place/%D8%B5%D8%A7%D9%84%D9%88%D9%86+%D8%A7%D9%84%D8%B3%D9%87%D9%85+%D8%A7%D9%84%D9%81%D8%B6%D9%8A%E2%80%AD/@26.4773066,50.0044665,17z/data=!3m1!4b1!4m6!3m5!1s0x3e36013031d233ab:0x8f07b687837f8e!8m2!3d26.4773066!4d50.0044665!16s%2Fg%2F11vyyfh9f6?authuser=0&hl=ar&entry=ttu&g_ep=EgoyMDI2MDYyNC4wIKXMDSoASAFQAw%3D%3D"
Al Naqat al Basita,صالون تجميل,F2RM+F8V، الخصاب، سيهات‎ 32452,,,,F2RM+F8V,"{""الأحد"": ""٨:٠٠ص–١١:٠٠م""}",مفتوح · يغلق عند الساعة ١١ م,,سيهات,المنطقة الشرقية,26.4912483,50.0332983,"https://www.google.com/maps/place/Al+Naqat+al+Basita/@26.4912483,50.0332983,17z/data=!3m1!4b1!4m6!3m5!1s0x3e49ff101efbeb8d:0x7ba26c6974ea6afc!8m2!3d26.4912483!4d50.0332983!16s%2Fg%2F11q4j267tc?authuser=0&hl=ar&entry=ttu&g_ep=EgoyMDI2MDYyNC4wIKXMDSoASAFQAw%3D%3D"
منتجع ديزني,حديقة المنتجع الصحي,لقرين، سيهات‎ 32462,053 715 5527,https://wa.me/message/OPLEWQ6QLBDKK1,4.2,F2M7+9F,"{""الأحد"": ""نعمل على مدار 24 ساعة""}",مفتوح على مدار الساعة,,سيهات,المنطقة الشرقية,26.483472,50.0137232,"https://www.google.com/maps/place/%D9%85%D9%86%D8%AA%D8%AC%D8%B9+%D8%AF%D9%8A%D8%B2%D9%86%D9%8A%E2%80%AD/@26.483472,50.0137232,17z/data=!3m1!4b1!4m6!3m5!1s0x3e49ff6e5ce4e833:0x9de1494408a1b172!8m2!3d26.483472!4d50.0137232!16s%2Fg%2F11rs0jgnq9?authuser=0&hl=ar&entry=ttu&g_ep=EgoyMDI2MDYyNC4wIKXMDSoASAFQAw%3D%3D"
صالون المميز,صالون حلاقة,EMMA2792، 2792 ابو موسى الانصاري، 7024، حي الخصاب،، سيهات‎ 32452،,055 108 3637,,4.0,F2QP+FH,"{""الأحد"": ""١:٠٠–١١:٣٠م""}",مفتوح · يغلق عند الساعة ١١:٣٠ م,,سيهات,المنطقة الشرقية,26.4886667,50.0364869,"https://www.google.com/maps/place/%D8%B5%D8%A7%D9%84%D9%88%D9%86+%D8%A7%D9%84%D9%85%D9%85%D9%8A%D8%B2%E2%80%AD/@26.4886667,50.0364869,17z/data=!3m1!4b1!4m6!3m5!1s0x3e49ff2d817ac863:0xcf2f093e79e45d38!8m2!3d26.4886667!4d50.0364869!16s%2Fg%2F11t86bxxfz?authuser=0&hl=ar&entry=ttu&g_ep=EgoyMDI2MDYyNC4wIKXMDSoASAFQAw%3D%3D"
الجمانه ستايلك - الخليج,صالون تجميل,شارع ثابت بن خالد، الخليج، سيهات‎ 32437,059 773 3802,,4.0,F2CJ+G9,"{""الأحد"": ""مغلق""}",مغلق · يفتح يوم الاثنين عند الساعة ٩ ص,,سيهات,المنطقة الشرقية,26.4713525,50.0309261,"https://www.google.com/maps/place/%D8%A7%D9%84%D8%AC%D9%85%D8%A7%D9%86%D9%87+%D8%B3%D8%AA%D8%A7%D9%8A%D9%84%D9%83+-+%D8%A7%D9%84%D8%AE%D9%84%D9%8A%D8%AC%E2%80%AD/@26.4713525,50.0309261,17z/data=!3m1!4b1!4m6!3m5!1s0x3e49ff31b7a8e4c5:0x5f1d36b656e27b0f!8m2!3d26.4713525!4d50.0309261!16s%2Fg%2F11y0cl6vs7?authuser=0&hl=ar&entry=ttu&g_ep=EgoyMDI2MDYyNC4wIKXMDSoASAFQAw%3D%3D"
كوافير نبيله,صالون حلاقة,2875 عبد الله بن جعفر، قرطبة، سيهات‎ 32453 8220،,,,4.7,F2XP+RR,,,,سيهات,المنطقة الشرقية,26.4995325,50.0370266,"https://www.google.com/maps/place/%D9%83%D9%88%D8%A7%D9%81%D9%8A%D8%B1+%D9%86%D8%A8%D9%8A%D9%84%D9%87%E2%80%AD/@26.4995325,50.0370266,17z/data=!3m1!4b1!4m6!3m5!1s0x3e49ffc78edfcdab:0xf3a2aaa17b67c69b!8m2!3d26.4995325!4d50.0370266!16s%2Fg%2F11rv04m4p7?authuser=0&hl=ar&entry=ttu&g_ep=EgoyMDI2MDYyNC4wIKXMDSoASAFQAw%3D%3D"
صالون درة الشرق للحلاقة الرجالية,صالون حلاقة,F2FR+9H7، الزهور، سيهات‎ 32437,057 034 8027,,5.0,F2FR+9H7,"{""الأحد"": ""٩:٠٠ص–١١:٠٠م""}",مفتوح · يغلق عند الساعة ١١ م,,سيهات,المنطقة الشرقية,26.4734048,50.0414198,"https://www.google.com/maps/place/%D8%B5%D8%A7%D9%84%D9%88%D9%86+%D8%AF%D8%B1%D8%A9+%D8%A7%D9%84%D8%B4%D8%B1%D9%82+%D9%84%D9%84%D8%AD%D9%84%D8%A7%D9%82%D8%A9+%D8%A7%D9%84%D8%B1%D8%AC%D8%A7%D9%84%D9%8A%D8%A9%E2%80%AD/@26.4734048,50.0414198,17z/data=!3m1!4b1!4m6!3m5!1s0x3e49ff0062c39c19:0x617984d8c2360673!8m2!3d26.4734048!4d50.0414198!16s%2Fg%2F11wwf6yh1k?authuser=0&hl=ar&entry=ttu&g_ep=EgoyMDI2MDYyNC4wIKXMDSoASAFQAw%3D%3D"
صالون سكينه علي,صالون تجميل,F2GQ+P46، السلام، سيهات‎ 32437,054 408 6563,,4.4,F2GQ+P46,,,,سيهات,المنطقة الشرقية,26.4767978,50.0377515,"https://www.google.com/maps/place/%D8%B5%D8%A7%D9%84%D9%88%D9%86+%D8%B3%D9%83%D9%8A%D9%86%D9%87+%D8%B9%D9%84%D9%8A%E2%80%AD/@26.4767978,50.0377515,17z/data=!3m1!4b1!4m6!3m5!1s0x3e49ff811d9a1dbb:0xf04d6c8e1206a0d2!8m2!3d26.4767978!4d50.0377515!16s%2Fg%2F11hzl24r2r?authuser=0&hl=ar&entry=ttu&g_ep=EgoyMDI2MDYyNC4wIKXMDSoASAFQAw%3D%3D"
Jahid khan badsha,صالون عناية بالأظافر,"5662 طريق الملك عبدالعزيز، الديرة، 8104 Umar Ibn, سيهات‎ 32461",,,3.5,F2PQ+7M,,,,سيهات,المنطقة الشرقية,26.4857168,50.0392281,"https://www.google.com/maps/place/Jahid+khan+badsha/@26.4857168,50.0392281,17z/data=!3m1!4b1!4m6!3m5!1s0x3e49ff0057cccebd:0x4eabe0fe990fb3c0!8m2!3d26.4857168!4d50.0392281!16s%2Fg%2F11y922btn8?authuser=0&hl=ar&entry=ttu&g_ep=EgoyMDI2MDYyNC4wIKXMDSoASAFQAw%3D%3D"
صالون سحر الشرق,صالون حلاقة,المنتزه،، 617، سيهات‎ 32452,,,4.1,F2RQ+Q3,"{""الأحد"": ""١٢:٠٠ص–١٢:٠٠م٤:٠٠م–١٢:٠٠ص""}",مغلق · يفتح عند الساعة ٤ م,,سيهات,المنطقة الشرقية,26.4919197,50.0376727,"https://www.google.com/maps/place/%D8%B5%D8%A7%D9%84%D9%88%D9%86+%D8%B3%D8%AD%D8%B1+%D8%A7%D9%84%D8%B4%D8%B1%D9%82%E2%80%AD/@26.4919197,50.0376727,17z/data=!3m1!4b1!4m6!3m5!1s0x3e49ffb3a4aad1f1:0xdf4bf7c2b364c5b!8m2!3d26.4919197!4d50.0376727!16s%2Fg%2F11sms7g4qk?authuser=0&hl=ar&entry=ttu&g_ep=EgoyMDI2MDYyNC4wIKXMDSoASAFQAw%3D%3D"
صيدلية المهنا 7,صيدلية,2666 إبراهيم الشاطبي، قرطبة، سيهات‎ 32452,054 974 2085,http://www.mp9.sa/,4.4,F2VP+M4,"{""الأحد"": ""٨:٠٠ص–٢:٠٠ص""}",مفتوح · يغلق عند الساعة ٢ ص,,سيهات,المنطقة الشرقية,26.4942197,50.0352824,"https://www.google.com/maps/place/%D8%B5%D9%8A%D8%AF%D9%84%D9%8A%D8%A9+%D8%A7%D9%84%D9%85%D9%87%D9%86%D8%A7+7%E2%80%AD/@26.4942197,50.0352824,17z/data=!3m1!4b1!4m6!3m5!1s0x3e49ffcbeda1c315:0xeddcd55155d1fe46!8m2!3d26.4942197!4d50.0352824!16s%2Fg%2F11c1p8gx6n?authuser=0&hl=ar&entry=ttu&g_ep=EgoyMDI2MDYyNC4wIKXMDSoASAFQAw%3D%3D"
United Pharmacy - صيدلية المتحدة,صيدلية,"Khaleej Rd, Alkouther District, سيهات‎ 32454",800 244 4445,https://unitedpharmacy.sa/,4.7,G29M+MF,"{""الأحد"": ""٧:٠٠ص–٣:٠٠ص""}",مفتوح · يغلق عند الساعة ٣ ص,,سيهات,المنطقة الشرقية,26.5192005,50.0336445,"https://www.google.com/maps/place/United+Pharmacy+-+%D8%B5%D9%8A%D8%AF%D9%84%D9%8A%D8%A9+%D8%A7%D9%84%D9%85%D8%AA%D8%AD%D8%AF%D8%A9%E2%80%AD/@26.5192005,50.0336445,17z/data=!3m1!4b1!4m6!3m5!1s0x3e49ffcc6f6b18dd:0xee31ecddc64c3dc3!8m2!3d26.5192005!4d50.0336445!16s%2Fg%2F11vbjcjhx4?authuser=0&hl=ar&entry=ttu&g_ep=EgoyMDI2MDYyNC4wIKXMDSoASAFQAw%3D%3D"
